"Record_number","Entry_date","Study_number","Author","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_growingseason","Rs_wet","Rs_dry","GPP","ER","NEP","NPP","ANPP","BNPP","TBCA","Litter_flux","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes"
8407,"2020-02-09",8974,"Li","Q01","JJ","China","Jiangxi","Taihe city","CN-JX-N40",2013,1,26.73,115.05,NA,"Fertilized","40 kg N ha-1",NA,3,"Pinus massoniana","Subtropical","Forest","Managed","Evergreen","Aggrading",NA,"Dry",1.54,18.58,NA,NA,NA,17.9,1505,NA,NA,NA,"Gas chromatography",NA,NA,2500,"9to11",4,1,NA,686,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2"
8408,"2020-02-09",8974,"Li","Q01","JJ","China","Jiangxi","Taihe city","CN-JX-A120",2013,1,26.73,115.05,NA,"Fertilized","120 kg N ha-1",NA,3,"Pinus massoniana","Subtropical","Forest","Managed","Evergreen","Aggrading",NA,"Dry",1.54,18.58,NA,NA,NA,17.9,1505,NA,NA,NA,"Gas chromatography",NA,NA,2500,"9to11",4,1,NA,512,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2"
8409,"2020-02-09",8974,"Li","Q01","JJ","China","Jiangxi","Taihe city","CN-JX-N140",2013,1,26.73,115.05,NA,"Fertilized","120 kg N ha-1",NA,3,"Pinus massoniana","Subtropical","Forest","Managed","Evergreen","Aggrading",NA,"Dry",1.54,18.58,NA,NA,NA,17.9,1505,NA,NA,NA,"Gas chromatography",NA,NA,2500,"9to11",4,1,NA,434,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2"
8563,"2020-02-14",11318,"Liu","Q1","JJ","China","Inner Mongolia","Bailingmiao","CN-IM-CK",2011.5,1,41.64,111.33,1409,"None","None",NA,NA,"Stipa klemenzii Roshev.","Temperate","Desert","Natural","Deciduous","Aggrading","Calcic Kastanozem","Dry",1.23,16.81,8.8,34.9,56.3,4.6,255.2,NA,NA,NA,"IRGA",5,2,78.5,"8to18",30,0.92,NA,401.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8564,"2020-02-14",11318,"Liu","Q1","JJ","China","Inner Mongolia","Bailingmiao","CN-IM-WARM",2011.5,1,41.64,111.33,1409,"Warmed","2",NA,NA,"Stipa klemenzii Roshev.","Temperate","Desert","Natural","Deciduous","Aggrading","Calcic Kastanozem","Dry",1.23,16.81,8.8,34.9,56.3,4.6,255.2,NA,NA,NA,"IRGA",5,2,78.5,"8to18",30,0.92,NA,427.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8587,"2020-02-15",11353,"Wen","Q1","JJ","China","Guangxi","Pingxiang","CN-GX-UNCUT",2011.5,1,22.17,106.83,500,"None",NA,60,60,"Cunninghamia lanceolata","Subtropical","Forest","Natural","Evergreen","Mature","Oxisol","Dry",1.29,15.8,NA,NA,NA,21,1400,NA,NA,NA,"IRGA",8,5,240.41,NA,30,1,NA,901.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8588,"2020-02-15",11353,"Wen","Q1","JJ","China","Guangxi","Pingxiang","CN-GX-MANR",2011.5,1,22.17,106.83,500,"Burned","Litter burned",60,60,"Cunninghamia lanceolata","Subtropical","Forest","Natural","Evergreen","Mature","Oxisol","Dry",1.22,15.02,NA,NA,NA,21,1400,NA,NA,NA,"IRGA",8,5,240.41,NA,30,1,NA,708.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8589,"2020-02-15",11353,"Wen","Q1","JJ","China","Guangxi","Pingxiang","CN-GX-BURN",2011.5,1,22.17,106.83,500,"Litter manipulation","Litter manual removed",60,60,"Cunninghamia lanceolata","Subtropical","Forest","Natural","Evergreen","Mature","Oxisol","Dry",1.36,15.34,NA,NA,NA,21,1400,NA,NA,NA,"IRGA",8,5,240.41,NA,30,1,NA,751.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 1"
8602,"2020-02-15",11356,"Chen","Q1","JJ","China","Tibet","Haibei","CN-TB-GRAZ",2012,1,36.95,100.85,3140,"Grazing",NA,NA,NA,"Stipa sareptana var. krylovii, Stipa purpurea","Alpine","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,0.8,398,NA,NA,NA,"IRGA",5,2.5,314,"8to20",15,1,NA,552.68,46.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Figure 2 and 6"
8603,"2020-02-15",11356,"Chen","Q1","JJ","China","Tibet","Haibei","CN-TB-CK",2012,1,36.95,100.85,3140,"None","None",NA,NA,"Stipa sareptana var. krylovii, Stipa purpurea","Alpine","Grassland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,0.8,398,NA,NA,NA,"IRGA",5,2.5,314,"8to20",15,1,NA,432.47,31.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Figure 2 and 6"
8654,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","None","CN-HE-CK",2014,1,34.51,110.98,NA,"None",NA,NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,598.39,93.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8655,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","TSM","CN-HE-TSM",2014,1,34.51,110.98,NA,"Litter manipulation","Corn straw mulching",NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,703,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8656,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","TSI","CN-HE-TSI",2014,1,34.51,110.98,NA,"Litter manipulation","Corn straw incorporating",NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,708,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8657,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","NT","CN-HE-NT",2014,1,34.51,110.98,NA,"No-till",NA,NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,795,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8658,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","NTS","CN-HE-NTS",2014,1,34.51,110.98,NA,"No-till, litter manipulation","No-till, mulching",NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,656,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8659,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","None","CN-HE-CKSHO",2014,1,34.51,110.98,NA,"None",NA,NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,867,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8660,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","TSM","CN-HE-TSMSHO",2014,1,34.51,110.98,NA,"Litter manipulation","Corn straw mulching",NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,865,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8661,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","TSI","CN-HE-TSISHO",2014,1,34.51,110.98,NA,"Litter manipulation","Corn straw incorporating",NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,1048,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8662,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","NT","CN-HE-NTSHO",2014,1,34.51,110.98,NA,"No-till",NA,NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,903,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8663,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","NTS","CN-HE-NTSSHO",2014,1,34.51,110.98,NA,"No-till, litter manipulation","No-till, mulching",NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,1089,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8664,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","None","CN-HE-CKFOOT",2014,1,34.51,110.98,NA,"None",NA,NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,974,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8665,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","TSM","CN-HE-TSMFOOT",2014,1,34.51,110.98,NA,"Litter manipulation","Corn straw mulching",NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,1085,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8666,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","TSI","CN-HE-TSIFOOT",2014,1,34.51,110.98,NA,"Litter manipulation","Corn straw incorporating",NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,1210,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8667,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","NT","CN-HE-NTFOOT",2014,1,34.51,110.98,NA,"No-till",NA,NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,996,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
8668,"2020-02-16",11404,"Li","Q1","JJ","China","Henan","NTS","CN-HE-NTSFOOT",2014,1,34.51,110.98,NA,"No-till, litter manipulation","No-till, mulching",NA,NA,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loess","Dry",NA,NA,NA,NA,NA,13.8,640,NA,NA,NA,"IRGA",10,8,323.49,"8.5to11.5",3.5,1,NA,1020,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
9249,"2020-03-01",10539,"Goldberg","Q01","JJ","China","Yunnan","Naban River Watershed National Nature Reserve","CN-YN-RUBUP",2015,1,22.2,100.63,700,"None",NA,23,45,"Hevea brasiliensis","Tropical","Plantation","Managed","Evergreen","Mature","Ferralsols","Dry",1.06,12.55,22.5,35.8,41.7,19,1490,NA,21.1,1360,"IRGA",20,5,314,NA,15,1,NA,480.06,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
9252,"2020-03-01",10539,"Goldberg","Q01","JJ","China","Yunnan","Naban River Watershed National Nature Reserve","CN-YN-FORUP",2015,1,22.2,100.63,700,"None",NA,23,45,"Hevea brasiliensis","Tropical","Forest","Natural","Evergreen","Mature","Ferralsols","Dry",1.11,13.18,37.6,32.2,30.2,19,1490,NA,21.1,1360,"IRGA",20,5,314,NA,15,1,NA,604.8,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
9295,"2020-03-01",10559,"Jiang","Q01","JJ","China","Hainan","Jianfengling","CN-HI-PF",2013,1,18.6,108.9,870,"None",NA,NA,NA,"Fagacea, Lauraceae","Tropical","Forest","Managed","Evergreen","Aggrading","Typical lateritic","Dry",1.15,26.57,NA,NA,NA,19.15,2198,NA,19.66,2198,"IRGA",5,2,314,"8.5to12.5",30,1,"Exclusion",1567,205,NA,349,589,978,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58,52.3,NA,NA,NA,NA,NA,81.9,NA,NA,"Figure 2"
9296,"2020-03-01",10559,"Jiang","Q01","JJ","China","Hainan","Jianfengling","CN-HI-SF",2013,1,18.6,108.9,880,"None",NA,NA,NA,"Fagacea, Lauraceae","Tropical","Forest","Managed","Evergreen","Aggrading","Typical lateritic","Dry",1.21,29.91,NA,NA,NA,19.15,2198,NA,20,2198,"IRGA",5,2,314,"8.5to12.5",30,1,"Exclusion",1300,70,NA,148,572,728,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01,45.3,NA,NA,NA,NA,NA,79.7,NA,NA,"Figure 2"
9535,"2020-03-07",10664,"Fang","Q1","JJ","China","Gansu","Yuzhong","CN-GS-WN",2014,1,36.03,104.41,2400,"Warmed, fertilized",NA,NA,NA,"Medicago sativa","Temperate","Agriculture","Managed","Deciduous","Aggrading","Calcic Kastanozem","Dry",1.22,8.39,13,78,9,6.5,305,1300,NA,392,"IRGA",8,5,94.99,"9to11",30,1,NA,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 5"
9536,"2020-03-07",10664,"Fang","Q1","JJ","China","Gansu","Yuzhong","CN-GS-W",2014,1,36.03,104.41,2400,"Warmed",NA,NA,NA,"Medicago sativa","Temperate","Agriculture","Managed","Deciduous","Aggrading","Calcic Kastanozem","Dry",1.22,8.39,13,78,9,6.5,305,1300,NA,392,"IRGA",8,5,94.99,"9to11",30,1,NA,573.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 5"
9537,"2020-03-07",10664,"Fang","Q1","JJ","China","Gansu","Yuzhong","CN-GS-N",2014,1,36.03,104.41,2400,"Fertilized","4.42 g m-2 yr-1",NA,NA,"Medicago sativa","Temperate","Agriculture","Managed","Deciduous","Aggrading","Calcic Kastanozem","Dry",1.22,8.39,13,78,9,6.5,305,1300,NA,392,"IRGA",8,5,94.99,"9to11",30,1,NA,642.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 5"
9538,"2020-03-07",10664,"Fang","Q1","JJ","China","Gansu","Yuzhong","CN-GS-CK",2014,1,36.03,104.41,2400,"None","None",NA,NA,"Medicago sativa","Temperate","Agriculture","Managed","Deciduous","Aggrading","Calcic Kastanozem","Dry",1.22,8.39,13,78,9,6.5,305,1300,NA,392,"IRGA",8,5,94.99,"9to11",30,1,NA,576.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 5"
9539,"2020-03-07",10664,"Fang","Q1","JJ","China","Gansu","Yuzhong","CN-GS-WN",2015,1,36.03,104.41,2400,"Warmed, fertilized",NA,NA,NA,"Medicago sativa","Temperate","Agriculture","Managed","Deciduous","Aggrading","Calcic Kastanozem","Dry",1.22,8.39,13,78,9,6.5,305,1300,NA,290,"IRGA",8,5,94.99,"9to11",30,1,NA,543.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 5"
9540,"2020-03-07",10664,"Fang","Q1","JJ","China","Gansu","Yuzhong","CN-GS-W",2015,1,36.03,104.41,2400,"Warmed",NA,NA,NA,"Medicago sativa","Temperate","Agriculture","Managed","Deciduous","Aggrading","Calcic Kastanozem","Dry",1.22,8.39,13,78,9,6.5,305,1300,NA,290,"IRGA",8,5,94.99,"9to11",30,1,NA,525.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 5"
9541,"2020-03-07",10664,"Fang","Q1","JJ","China","Gansu","Yuzhong","CN-GS-N",2015,1,36.03,104.41,2400,"Fertilized","4.42 g m-2 yr-1",NA,NA,"Medicago sativa","Temperate","Agriculture","Managed","Deciduous","Aggrading","Calcic Kastanozem","Dry",1.22,8.39,13,78,9,6.5,305,1300,NA,290,"IRGA",8,5,94.99,"9to11",30,1,NA,642.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 5"
9542,"2020-03-07",10664,"Fang","Q1","JJ","China","Gansu","Yuzhong","CN-GS-CK",2015,1,36.03,104.41,2400,"None","None",NA,NA,"Medicago sativa","Temperate","Agriculture","Managed","Deciduous","Aggrading","Calcic Kastanozem","Dry",1.22,8.39,13,78,9,6.5,305,1300,NA,290,"IRGA",8,5,94.99,"9to11",30,1,NA,551.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 5"
9544,"2020-03-07",10668,"Yang","Q1","JJ","China","Beijing","Miyun Reservoir","CN-BJ-DW",2012,1,40.5,116.833,NA,"None",NA,NA,NA,NA,"Temperate","Wetland","Unmanaged","Deciduous","Aggrading",NA,"Wet",1.03,12.375,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",NA,NA,NA,"6to24",30,1,NA,279.63,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
9545,"2020-03-07",10668,"Yang","Q1","JJ","China","Beijing","Miyun Reservoir","CN-BJ-SW",2012,1,40.5,116.833,NA,"None",NA,NA,NA,NA,"Temperate","Wetland","Unmanaged","Deciduous","Aggrading",NA,"Wet",1.38,12.62,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",NA,NA,NA,"6to24",30,1,NA,420.64,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
9546,"2020-03-07",10668,"Yang","Q1","JJ","China","Beijing","Miyun Reservoir","CN-BJ-SF",2012,1,40.5,116.833,NA,"None",NA,NA,NA,NA,"Temperate","Wetland","Unmanaged","Deciduous","Aggrading",NA,"Wet",1.4,12.11,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",NA,NA,NA,"6to24",30,1,NA,537.75,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.7,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
9547,"2020-03-07",10668,"Yang","Q1","JJ","China","Beijing","Miyun Reservoir","CN-BJ-SFC",2012,1,40.5,116.833,NA,"None",NA,NA,NA,NA,"Temperate","Wetland","Unmanaged","Deciduous","Aggrading",NA,"Wet",1.45,11.39,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",NA,NA,NA,"6to24",30,1,NA,1494.945,236.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667.7,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
9548,"2020-03-07",10668,"Yang","Q1","JJ","China","Beijing","Miyun Reservoir","CN-BJ-NF",2012,1,40.5,116.833,NA,"None",NA,NA,NA,NA,"Temperate","Wetland","Unmanaged","Deciduous","Aggrading",NA,"Wet",1.6,10.64,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",NA,NA,NA,"6to24",30,1,NA,1728.687,167.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700.5,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
