"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes"
6473,"2018-02-01",7593,"Wang",NA,"Q01","BBL","China",NA,"Naiman Desertification Research Station","CN-NDR-NPFERT",2011.5,1,42.91666667,120.7,360,"Fertilized","NP",NA,NA,"Setaria viridis; Pennisetum centrasiaticum; Chloris virgate; Lespedeza davurica; Artemesia scoparia; Corispermum macrocarpum; Chenopodium acuminatum","Temperate","Grassland","Natural","Deciduous","Mature","Sandy","Dry",NA,NA,NA,NA,NA,6.8,366,1935,NA,NA,"IRGA",5,2.5,80,NA,15,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2,57.95,40.25,0,40.25,NA,NA,NA,NA
6474,"2018-02-01",7593,"Wang",NA,"Q01","BBL","China",NA,"Naiman Desertification Research Station","CN-NDR-CKWAT",2010.5,1,42.91666667,120.7,360,"None",NA,NA,NA,"Setaria viridis; Pennisetum centrasiaticum; Chloris virgate; Lespedeza davurica; Artemesia scoparia; Corispermum macrocarpum; Chenopodium acuminatum","Temperate","Grassland","Natural","Deciduous","Mature","Sandy","Dry",NA,NA,NA,NA,NA,6.8,366,1935,NA,NA,"IRGA",5,2.5,80,NA,15,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.65,51.9,39.75,0,39.75,NA,NA,NA,NA
6475,"2018-02-01",7593,"Wang",NA,"Q01","BBL","China",NA,"Naiman Desertification Research Station","CN-NDR-WIRGWAT",2010.5,1,42.91666667,120.7,360,"Irrigated","Winter",NA,NA,"Setaria viridis; Pennisetum centrasiaticum; Chloris virgate; Lespedeza davurica; Artemesia scoparia; Corispermum macrocarpum; Chenopodium acuminatum","Temperate","Grassland","Natural","Deciduous","Mature","Sandy","Dry",NA,NA,NA,NA,NA,6.8,366,1935,NA,NA,"IRGA",5,2.5,80,NA,15,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.65,51.8,42.85,0,42.85,NA,NA,NA,NA
6476,"2018-02-01",7593,"Wang",NA,"Q01","BBL","China",NA,"Naiman Desertification Research Station","CN-NDR-SIRGWAT",2010.5,1,42.91666667,120.7,360,"Irrigated","Summer",NA,NA,"Setaria viridis; Pennisetum centrasiaticum; Chloris virgate; Lespedeza davurica; Artemesia scoparia; Corispermum macrocarpum; Chenopodium acuminatum","Temperate","Grassland","Natural","Deciduous","Mature","Sandy","Dry",NA,NA,NA,NA,NA,6.8,366,1935,NA,NA,"IRGA",5,2.5,80,NA,15,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.3,63.6,45.7,0,45.7,NA,NA,NA,NA
6477,"2018-02-01",7593,"Wang",NA,"Q01","BBL","China",NA,"Naiman Desertification Research Station","CN-NDR-CKWAT",2011.5,1,42.91666667,120.7,360,"None",NA,NA,NA,"Setaria viridis; Pennisetum centrasiaticum; Chloris virgate; Lespedeza davurica; Artemesia scoparia; Corispermum macrocarpum; Chenopodium acuminatum","Temperate","Grassland","Natural","Deciduous","Mature","Sandy","Dry",NA,NA,NA,NA,NA,6.8,366,1935,NA,NA,"IRGA",5,2.5,80,NA,15,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.65,51.9,39.75,0,39.75,NA,NA,NA,NA
6478,"2018-02-01",7593,"Wang",NA,"Q01","BBL","China",NA,"Naiman Desertification Research Station","CN-NDR-WIRGWAT",2011.5,1,42.91666667,120.7,360,"Irrigated","Winter",NA,NA,"Setaria viridis; Pennisetum centrasiaticum; Chloris virgate; Lespedeza davurica; Artemesia scoparia; Corispermum macrocarpum; Chenopodium acuminatum","Temperate","Grassland","Natural","Deciduous","Mature","Sandy","Dry",NA,NA,NA,NA,NA,6.8,366,1935,NA,NA,"IRGA",5,2.5,80,NA,15,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.65,51.8,42.85,0,42.85,NA,NA,NA,NA
6479,"2018-02-01",7593,"Wang",NA,"Q01","BBL","China",NA,"Naiman Desertification Research Station","CN-NDR-SIRGWAT",2011.5,1,42.91666667,120.7,360,"Irrigated","Summer",NA,NA,"Setaria viridis; Pennisetum centrasiaticum; Chloris virgate; Lespedeza davurica; Artemesia scoparia; Corispermum macrocarpum; Chenopodium acuminatum","Temperate","Grassland","Natural","Deciduous","Mature","Sandy","Dry",NA,NA,NA,NA,NA,6.8,366,1935,NA,NA,"IRGA",5,2.5,80,NA,15,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.3,63.6,45.7,0,45.7,NA,NA,NA,NA
6495,"2018-02-02",7717,"Cheng",NA,"Q01","BBL","China","Shanghai","Coastal Forest Park","CN-SH-PT",2009,1,30.96666667,121.9166667,2.5,"None",NA,NA,3,"Populus tomentosa","Temperate","Forest","Managed","Deciduous","Aggrading","Coastal saline soil","Dry",NA,16.8,NA,NA,NA,15.6,1137.1,NA,NA,NA,"IRGA",8,5,415.27,NA,90,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.268,10.55,NA,NA,203.8,96,107.8,NA,NA,NA,"Q10 data from study 7718"
6496,"2018-02-02",7717,"Cheng",NA,"Q01","BBL","China","Shanghai","Coastal Forest Park","CN-SH-GT",2009,1,30.96666667,121.9166667,2.5,"None",NA,NA,3,"Gleditsia triacanthos","Temperate","Forest","Managed","Deciduous","Aggrading","Coastal saline soil","Dry",NA,14.3,NA,NA,NA,15.6,1137.1,NA,NA,NA,"IRGA",8,5,415.27,NA,90,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.065,3.63,NA,NA,274.6,145.55,129.05,NA,NA,NA,"Q10 data from study 7718"
6497,"2018-02-02",7717,"Cheng",NA,"Q01","BBL","China","Shanghai","Coastal Forest Park","CN-SH-LL",2009,1,30.96666667,121.9166667,2.5,"None",NA,NA,3,"Ligustrum lucidum","Temperate","Forest","Managed","Deciduous","Aggrading","Coastal saline soil","Dry",NA,17.1,NA,NA,NA,15.6,1137.1,NA,NA,NA,"IRGA",8,5,415.27,NA,90,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.324,6.18,NA,NA,291.1,185.65,105.45,NA,NA,NA,"Q10 data from study 7718"
6498,"2018-02-02",7717,"Cheng",NA,"Q01","BBL","China","Shanghai","Coastal Forest Park","CN-SH-JP",2009,1,30.96666667,121.9166667,2.5,"None",NA,NA,3,"Juniperus media","Temperate","Forest","Managed","Deciduous","Aggrading","Coastal saline soil","Dry",NA,18.9,NA,NA,NA,15.6,1137.1,NA,NA,NA,"IRGA",8,5,415.27,NA,90,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.851,12.87,NA,NA,222.65,84.95,137.7,NA,NA,NA,"Q10 data from study 7718"
6499,"2018-02-02",7717,"Cheng",NA,"Q01","BBL","China","Shanghai","Coastal Forest Park","CN-SH-AM",2009,1,30.96666667,121.9166667,2.5,"None",NA,NA,3,"Ascendens mucronatum","Temperate","Forest","Managed","Deciduous","Aggrading","Coastal saline soil","Dry",NA,18.1,NA,NA,NA,15.6,1137.1,NA,NA,NA,"IRGA",8,5,415.27,NA,90,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.951,16.11,NA,NA,322.6,164.45,158.15,NA,NA,NA,"Q10 data from study 7718"
6500,"2018-02-02",7717,"Cheng",NA,"Q01","BBL","China","Shanghai","Coastal Forest Park","CN-SH-AH",2009,1,30.96666667,121.9166667,2.5,"None",NA,NA,3,"Ascendens altissima","Temperate","Forest","Managed","Deciduous","Aggrading","Coastal saline soil","Dry",NA,16,NA,NA,NA,15.6,1137.1,NA,NA,NA,"IRGA",8,5,415.27,NA,90,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.277,3.86,NA,NA,391.8,277.7,114.1,NA,NA,NA,"Q10 data from study 7718"
6572,"2018-02-15",8030,"Gao",NA,"Q01","BBL","China",NA,"Tiantong National Forest Park","CN-TNF-CK",2012,1.5,29.86666667,121.65,200,"None",NA,NA,40,"Schima superba; Lithocarpus glaber; Symplocos sumuntia","Subtropical","Forest","Unmanaged","Evergreen","Mature","Acrisol (loam)","Dry",1.07,15.79,NA,NA,NA,16,1374,NA,NA,NA,"IRGA",10,3,314,NA,15,1,NA,946,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.99,NA,NA,NA,NA
6573,"2018-02-15",8030,"Gao",NA,"Q01","BBL","China",NA,"Tiantong National Forest Park","CN-TNF-50N",2012,1.5,29.86666667,121.65,200,"Fertilized","50 kg N ha-1 yr-1",NA,40,"Schima superba; Lithocarpus glaber; Symplocos sumuntia","Subtropical","Forest","Unmanaged","Evergreen","Mature","Acrisol (loam)","Dry",1.13,14.79,NA,NA,NA,16,1374,NA,NA,NA,"IRGA",10,3,314,NA,15,1,NA,1324.4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71,NA,NA,NA,NA
6574,"2018-02-15",8030,"Gao",NA,"Q01","BBL","China",NA,"Tiantong National Forest Park","CN-TNF-100N",2012,1.5,29.86666667,121.65,200,"Fertilized","100 kg N ha-1 yr-1",NA,40,"Schima superba; Lithocarpus glaber; Symplocos sumuntia","Subtropical","Forest","Unmanaged","Evergreen","Mature","Acrisol (loam)","Dry",1.06,16.46,NA,NA,NA,16,1374,NA,NA,NA,"IRGA",10,3,314,NA,15,1,NA,1135.2,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.94,NA,NA,NA,NA
6811,"2019-04-24",10467,"Wang",NA,"Q01","RM","China","Guangxi","Guangxi Youyiguan Forest Ecosystem Research Station","CN-GUX-CK",2014.5,1,22.08,106.8,NA,"None",NA,NA,30,"Castanopsis hystrix","Subtropical","Forest","Managed","Evergreen","Mature","Oxisol","Dry",NA,NA,NA,NA,NA,22.3,1300,NA,NA,1332,"IRGA",8,3,302,NA,14,1,"Exclusion",1816,NA,NA,NA,567,1249,0.31,NA,NA,NA,NA,NA,5.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6812,"2019-04-24",10467,"Wang",NA,"Q01","RM","China","Guangxi","Guangxi Youyiguan Forest Ecosystem Research Station","CN-GUX-2C",2014.5,1,22.08,106.8,NA,"Warmed","1.7 C",NA,30,"Castanopsis hystrix","Subtropical","Forest","Managed","Evergreen","Mature","Oxisol","Dry",NA,NA,NA,NA,NA,22.3,1300,NA,NA,1332,"IRGA",8,3,302,NA,14,1,"Exclusion",1835,NA,NA,NA,397,1438,0.22,NA,NA,NA,NA,NA,5.65,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6829,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2005.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6830,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2005.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6831,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2005.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6832,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2005.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6833,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2006.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6834,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2006.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6835,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2006.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6836,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2006.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6837,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2007.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6838,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2007.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6839,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2007.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6840,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2007.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6841,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2008.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6842,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2008.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6843,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2008.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6844,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2008.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6845,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2009.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6846,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-30IP",2009.5,1,42.18,116.8,1324,"Precipitation amount change","+30%",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6847,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-10N",2009.5,1,42.18,116.8,1324,"Fertilized","10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6848,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-30IP10N",2009.5,1,42.18,116.8,1324,"Precipitation amount change, fertilized","+30%, 10 gN/m2/yr",NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6849,"2019-05-21",10483,"Han",NA,"Q01","RM","China","Mongolia",NA,"CN-IMO-CK",2010.5,1,42.18,116.8,1324,"None",NA,NA,NA,"Artemisia frigida, Leymus chinensis, Stipa krylovii","Temperate","Grassland","Natural","Evergreen","Mature","Haplic calcisols","Dry",NA,NA,62.75,20.3,16.95,2.4,375,NA,NA,NA,"IRGA",5,2.8,95,NA,14,1,NA,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
